Entité;Catégorie;Entité_FR
Rheims Cathedral;MONUMENT;Cathédrale de Reims
Saint Éloi chapel;MONUMENT;chapelle Saint-Éloi
Saint Peter and Saint Paul Cathedral;MONUMENT;Cathédrale Saint-Pierre-et-Saint-Paul
Sainte-Chapelle;MONUMENT;Sainte-Chapelle
Sainte-Chapelle Notre-Dame;MONUMENT;Sainte-Chapelle Notre-Dame
Saint-Ferdinand chapel;MONUMENT;chapelle Saint-Ferdinand
Saint-Germain-des-Prés abbey;MONUMENT;abbaye Saint-Germain-des-Prés
Saint-Paul cathedral in Liege;MONUMENT;Cathédrale Saint-Paul de Liège
Soissons Cathedral;MONUMENT;Cathédrale de Soissons
spire;MONUMENT;flèche
towers;MONUMENT;tours
Trémel Church;MONUMENT;Église de Trémel
Alcohol barrels;OBJECT_TYPE;fûts d'alcool
archaeological clues;OBJECT_TYPE;indices archéologiques
archaeological evidence;OBJECT_TYPE;preuves archéologiques
archaeological findings;OBJECT_TYPE;trouvailles archéologiques
archaeological remains;OBJECT_TYPE;restes archéologiques
architectural drawings;OBJECT_TYPE;dessins architecturaux
Archive records;OBJECT_TYPE;registres d'archives
artefacts;OBJECT_TYPE;artefacts
bags of debris;OBJECT_TYPE;sacs de débris
CAD drawings;OBJECT_TYPE;dessins CAD
Christ in Glory in the Tetramorph;OBJECT_TYPE;Christ en gloire dans le tétramorphe
Christ of the Apocalypse;OBJECT_TYPE;Christ de l'Apocalypse
chronologically sampled pieces;OBJECT_TYPE;pièces prélevées chronologiquement
Clear-wood specimens;OBJECT_TYPE;échantillons de bois clair
clock and bell fragments;OBJECT_TYPE;fragments d'horloge et de cloche
coat of arms;OBJECT_TYPE;blason
coats of arms;OBJECT_TYPE;blasons
collections;OBJECT_TYPE;collections
contemporary stained glass;OBJECT_TYPE;vitrail contemporain
Cores;OBJECT_TYPE;cœurs
cross;OBJECT_TYPE;croix
cultural heritage object;OBJECT_TYPE;objet du patrimoine culturel
cylindrical samples;OBJECT_TYPE;échantillons cylindriques
datasets;OBJECT_TYPE;jeux de données
decorations;OBJECT_TYPE;décorations
Decorations from the spire;OBJECT_TYPE;Décorations de la flèche
demonstration videos;OBJECT_TYPE;vidéos de démonstration
dendrochronological samples;OBJECT_TYPE;échantillons dendrochronologiques
dendrochronology samples;OBJECT_TYPE;échantillons dendrochronologiques
digital record;OBJECT_TYPE;enregistrement numérique
documents;OBJECT_TYPE;documents
documents and objects related to the cathedral;OBJECT_TYPE;documents et objets liés à la cathédrale
drawing;OBJECT_TYPE;dessin
drawings;OBJECT_TYPE;dessins
dust samples;OBJECT_TYPE;échantillons de poussière
emblems of the Virgin Mary;OBJECT_TYPE;emblèmes de la Vierge Marie
engineering drawings;OBJECT_TYPE;dessins d'ingénierie
engraving by Jean Marot;OBJECT_TYPE;gravure de Jean Marot
engravings;OBJECT_TYPE;gravures
exhibitions;OBJECT_TYPE;expositions
figurative panels;OBJECT_TYPE;panneaux figuratifs
figures;OBJECT_TYPE;figures
films;OBJECT_TYPE;pellicules
fleur-de-lys;OBJECT_TYPE;lys fleuronné
Flight into Egypt;OBJECT_TYPE;Fuite en Égypte
graph paper;OBJECT_TYPE;papier quadrillé
Greek cross;OBJECT_TYPE;croix grecque
ground sample;OBJECT_TYPE;échantillon de sol
heritage collections;OBJECT_TYPE;collections patrimoniales
heritage items;OBJECT_TYPE;éléments patrimoniaux
heritage object;OBJECT_TYPE;objet patrimonial
heritage objects;OBJECT_TYPE;objets patrimoniaux
Holy Scriptures;OBJECT_TYPE;Saintes Écritures
imaginary sounds;OBJECT_TYPE;sons imaginaires
indoor dust samples;OBJECT_TYPE;échantillons de poussière intérieure
Judgement of Salomon;OBJECT_TYPE;Jugement de Salomon
Labours of the Months;OBJECT_TYPE;Travaux des Mois
large sets of samples;OBJECT_TYPE;grands ensembles d'échantillons
lasergrammetric datasets;OBJECT_TYPE;ensembles de données lasergrammétriques
Lead ornaments;OBJECT_TYPE;ornements en plomb
lead samples;OBJECT_TYPE;échantillons de plomb
Life of st Matthew;OBJECT_TYPE;Vie de saint Matthieu
limestone cores;OBJECT_TYPE;cœurs de calcaire
Long straight cylinder;OBJECT_TYPE;cylindre long et droit
marking crosses;OBJECT_TYPE;croix de marquage
mays;OBJECT_TYPE;Mai
medals;OBJECT_TYPE;médailles
medieval stained glass;OBJECT_TYPE;vitrail médiéval
metallic items;OBJECT_TYPE;objets métalliques
miniatures;OBJECT_TYPE;miniatures
models;OBJECT_TYPE;modèles
monumental object;OBJECT_TYPE;objet monumental
mortar samples;OBJECT_TYPE;échantillons de mortier
mortar-block;OBJECT_TYPE;bloc de mortier
movable objects;OBJECT_TYPE;objets mobiles
Old Testament;OBJECT_TYPE;Ancien Testament
online videos;OBJECT_TYPE;vidéos en ligne
Ornamental elements;OBJECT_TYPE;éléments ornementaux
ornamental panels;OBJECT_TYPE;panneaux ornementaux
ornaments;OBJECT_TYPE;ornements
ortho-images inventory;OBJECT_TYPE;inventaire d'orthophotographies
paintings;OBJECT_TYPE;peintures
panel of references;OBJECT_TYPE;panneau de références
photographs;OBJECT_TYPE;photographies
phylacteries;OBJECT_TYPE;phylactères
plan;OBJECT_TYPE;plan
plans;OBJECT_TYPE;plans
poems;OBJECT_TYPE;poèmes
polluted samples;OBJECT_TYPE;échantillons pollués
prints;OBJECT_TYPE;estampes
prismatic samples;OBJECT_TYPE;échantillons prismatiques
protective elements;OBJECT_TYPE;éléments protecteurs
psychomachia;OBJECT_TYPE;psychomachie
roofing decor;OBJECT_TYPE;décoration de couverture
rubble samples;OBJECT_TYPE;échantillons de débris
sample;OBJECT_TYPE;échantillon
samples;OBJECT_TYPE;échantillons
scenes of the Antichrist;OBJECT_TYPE;scènes de l'Antéchrist
sculptures;OBJECT_TYPE;sculptures
simulation;OBJECT_TYPE;simulation
slices;OBJECT_TYPE;tranches
slide shows;OBJECT_TYPE;diaporamas
solid sample;OBJECT_TYPE;échantillon solide
songs;OBJECT_TYPE;chansons
sound recordings;OBJECT_TYPE;enregistrements sonores
sounds;OBJECT_TYPE;sons
Stained glass panels;OBJECT_TYPE;panneaux de vitraux
standard samples;OBJECT_TYPE;échantillons standards
study collection;OBJECT_TYPE;collection d'étude
tapestry;OBJECT_TYPE;tapisserie
targeted samples;OBJECT_TYPE;échantillons ciblés
technical drawings;OBJECT_TYPE;dessins techniques
The Dream of Pharaoh;OBJECT_TYPE;Le Rêve du Pharaon
timber building;OBJECT_TYPE;bâtiment en bois
tree of Jesse;OBJECT_TYPE;arbre de Jessé
usage and design of eagle lecterns in Notre-Dame de Paris;OBJECT_TYPE;utilisation et conception des chaires d'aigle à Notre-Dame de Paris
vertical glass panels;OBJECT_TYPE;panneaux vitrés verticaux
videography photographic portfolio;OBJECT_TYPE;portfolio photographique et vidéo
videos;OBJECT_TYPE;vidéos
Villard de Honnecourt’s sketchbook;OBJECT_TYPE;carnet de croquis de Villard de Honnecourt
Virgin;OBJECT_TYPE;Vierge
Wine barrels;OBJECT_TYPE;tonneaux de vin
wood samples;OBJECT_TYPE;échantillons de bois
wood sections;OBJECT_TYPE;sections de bois
works of visual artists;OBJECT_TYPE;œuvres d'artistes visuels
zodiac signs;OBJECT_TYPE;signes du zodiaque
archaeological research;PROJECTS;recherche archéologique
Archaeological study;PROJECTS;étude archéologique
art historical research;PROJECTS;recherche historique de l'art
Basic research;PROJECTS;recherche fondamentale
Bretez project;PROJECTS;projet Bretez
CASIMODO project;PROJECTS;projet CASIMODO
chantier scientifique Notre-Dame CNRS/MC;PROJECTS;chantier scientifique Notre-Dame CNRS/Ministère de la Culture
development historically informed soundscapes;PROJECTS;développement de paysages sonores historiquement informés
Digital Collaboratory for Cultural Dendrochronology;PROJECTS;Collaboratoire numérique pour la dendrochronologie culturelle
digital restitution project;PROJECTS;projet de restitution numérique
ethnographic project;PROJECTS;projet ethnographique
Historical and typological study;PROJECTS;étude historique et typologique
improvement of technological knowledge;PROJECTS;amélioration des connaissances technologiques
Interdisciplinary research;PROJECTS;recherche interdisciplinaire
long-term research;PROJECTS;recherche à long terme
Mission Tour Eiffel-Notre-Dame;PROJECTS;Mission Tour Eiffel-Notre-Dame
Notre Dame scientific project;PROJECTS;projet scientifique Notre-Dame
project PHE;PROJECTS;projet PHE
project PHEND  Notre-Dame;PROJECTS;project PHEND  Notre-Dame
research;PROJECTS;recherche
research and restoration projects;PROJECTS;projets de recherche et de restauration
research projects;PROJECTS;projets de recherche
Restoration planned in 2022;PROJECTS;restauration prévue en 2022
restoration project;PROJECTS;projet de restauration
scientific project community;PROJECTS;communauté du projet scientifique
Study;PROJECTS;étude
Very large research;PROJECTS;recherche de grande ampleur
Wooden frame research;PROJECTS;recherche sur la charpente en bois
across positions in the cathedral;RELATION_SPAT;à travers les positions dans la cathédrale
between the stone and the mortar;RELATION_SPAT;entre la pierre et le mortier
Both sides of the choir near the transept;RELATION_SPAT;les deux côtés du chœur près du transept
camera positioning;RELATION_SPAT;positionnement de la caméra
center;RELATION_SPAT;centre
close environment;RELATION_SPAT;environnement proche
contemporaneity of different structures;RELATION_SPAT;contemporanéité des différentes structures
corner;RELATION_SPAT;angle
dedicated location;RELATION_SPAT;emplacement dédié
direction of strike;RELATION_SPAT;orientation de la faille
discovery location;RELATION_SPAT;lieu de découverte
discrete positions;RELATION_SPAT;positions discrètes
displacement;RELATION_SPAT;déplacement
east end;RELATION_SPAT;extrémité est
edges;RELATION_SPAT;bords
exterior;RELATION_SPAT;extérieur
field data - location of the dendro-samples;RELATION_SPAT;données de terrain - emplacement des échantillons dendrochronologiques
ground geometry;RELATION_SPAT;géométrie du sol
hierarchical and associative relationships;RELATION_SPAT;relations hiérarchiques et associatives
Inner and northern parts of the choir and the nave;RELATION_SPAT;parties intérieure et nord du chœur et de la nef
interconnection;RELATION_SPAT;interconnexion
internal alignment;RELATION_SPAT;alignement interne
locating in the original framework;RELATION_SPAT;positionnement dans le cadre d'origine
location;RELATION_SPAT;emplacement
mainly located in the transept;RELATION_SPAT;principalement situé dans le transept
nave-end;RELATION_SPAT;extrémité de la nef
North and south sides;RELATION_SPAT;côtés nord et sud
northern side;RELATION_SPAT;côté nord
original positions;RELATION_SPAT;positions originales
outer and eastern part in the choir and the southern part of the nave;RELATION_SPAT;partie extérieure et orientale du chœur et partie sud de la nef
position and thickness of the joints;RELATION_SPAT;position et épaisseur des joints
positioning;RELATION_SPAT;positionnement
relationship between structures;RELATION_SPAT;relation entre les structures
relocation;RELATION_SPAT;rélocalisation
sampling sites;RELATION_SPAT;sites d'échantillonnage
secure place outside cathedral site original location;RELATION_SPAT;lieu sécurisé hors du site de la cathédrale, emplacement d'origine
spatial criteria;RELATION_SPAT;critères spatiaux
spatial discrepancy;RELATION_SPAT;disparité spatiale
spatial distribution;RELATION_SPAT;distribution spatiale
spatial reference;RELATION_SPAT;référence spatiale
summit;RELATION_SPAT;sommet
Supply zone;RELATION_SPAT;zone de fourniture
symmetrical blocks;RELATION_SPAT;blocs symétriques
Transversal directions;RELATION_SPAT;directions transversales
upper parts;RELATION_SPAT;parties supérieures
urban environments;RELATION_SPAT;environnements urbains
West and east sides;RELATION_SPAT;côtés ouest et est
west to east;RELATION_SPAT;ouest-est
zones of discontinuity;RELATION_SPAT;zones de discontinuité
18th-century restoration;RESTORATION_EVENT;restauration du 18e siècle
19th-century renovation;RESTORATION_EVENT;rénovation du 19e siècle
ancient restorations;RESTORATION_EVENT;restaurations anciennes
archaeological excavations;RESTORATION_EVENT;fouilles archéologiques
archaeological operation;RESTORATION_EVENT;opération archéologique
Archaeological work;RESTORATION_EVENT;travaux archéologiques
building and restorations of the cathedral;RESTORATION_EVENT;construction et restaurations de la cathédrale
cathedral restoration;RESTORATION_EVENT;restauration de cathédrale
cleaning tools;RESTORATION_EVENT;outils de nettoyage
conservation;RESTORATION_EVENT;conservation
conserving;RESTORATION_EVENT;conservant
debris removal;RESTORATION_EVENT;enlèvement des débris
debris retrieval;RESTORATION_EVENT;récupération des débris
emergency process;RESTORATION_EVENT;procédure d'urgence
emergency work evacuation of collections;RESTORATION_EVENT;évacuation d'urgence des collections
entirely rebuilt;RESTORATION_EVENT;entièrement reconstruit
evacuating;RESTORATION_EVENT;évacuant
evacuation of artworks;RESTORATION_EVENT;évacuation des œuvres d'art
Excavation;RESTORATION_EVENT;fouille
future preservation;RESTORATION_EVENT;conservation future
heritage preservation;RESTORATION_EVENT;préservation du patrimoine
heritage reconstruction;RESTORATION_EVENT;reconstruction du patrimoine
heritage restoration;RESTORATION_EVENT;restauration du patrimoine
installation of pews vocal productions;RESTORATION_EVENT;installation des bancs pour les productions vocales
installation of rose;RESTORATION_EVENT;installation de la rosace
installation of scaffolding;RESTORATION_EVENT;installation d'échafaudages
installation of the Mays;RESTORATION_EVENT;installation des Mays
maintenance;RESTORATION_EVENT;entretien
meaning of restoration;RESTORATION_EVENT;signification de la restauration
mechanical maintenance;RESTORATION_EVENT;entretien mécanique
monument conservation;RESTORATION_EVENT;conservation du monument
musical productions preservation;RESTORATION_EVENT;préservation des productions musicales
phased repairs;RESTORATION_EVENT;réparations en phases
Point counting analyses;RESTORATION_EVENT;analyses par décompte de points
practical workshops;RESTORATION_EVENT;ateliers pratiques
preservation;RESTORATION_EVENT;préservation
preservation of the vaults;RESTORATION_EVENT;préservation des voûtes
problems of preservation;RESTORATION_EVENT;problèmes de conservation
rebuilding;RESTORATION_EVENT;rebâtiment
rebuilding of the transept crossing vault;RESTORATION_EVENT;rebâtiment de la voûte du croisillon du transept
reconstruction;RESTORATION_EVENT;reconstruction
reconstruction of church;RESTORATION_EVENT;reconstruction de l'église
Reconstruction of timber frame;RESTORATION_EVENT;reconstruction de la charpente en bois
reconstruction process;RESTORATION_EVENT;processus de reconstruction
refurbishments;RESTORATION_EVENT;rénovations
renovation of the roof in the 18th century;RESTORATION_EVENT;rénovation du toit au XVIIIe siècle
Renovation phase Restoration planned in 2022;RESTORATION_EVENT;phase de rénovation et restauration prévue en 2022
repair;RESTORATION_EVENT;réparation
repair operations;RESTORATION_EVENT;opérations de réparation
repairs;RESTORATION_EVENT;réparations
reparations;RESTORATION_EVENT;réparations
replacements;RESTORATION_EVENT;remplacements
restitution;RESTORATION_EVENT;restitution
